query_id,category,question,expected_answer,generated_answer,response_time(sec),retrieved_source_count,retrieved_sources
155,Non-Motor Symptoms,Does Parkinson's disease affect mood?,"Yes. Mood disorders including depression, anxiety, apathy, and emotional changes are common non-motor symptoms.","Yes, Parkinson's disease can affect mood. People with Parkinson's experience a range of emotions, and the disease is described as a neuropsychiatric disease, meaning it's a disease of the nervous system that may involve changes in mental health. Mood changes, including depression, anxiety, anger, irritability, and apathy, are non-motor symptoms that can occur in Parkinson's disease.",2.43,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
156,Non-Motor Symptoms,Can Parkinson's disease cause fatigue?,"Yes. Fatigue is a frequent non-motor symptom and may be related to disease progression, sleep problems, medications, or reduced physical activity.","Yes, fatigue can be a symptom of Parkinson's disease (PD). Many people with PD experience tiredness, especially late in the day. This fatigue can be related to depression, sleep problems, or muscle problems such as difficulty with moving, tremors, or stiffness. Additionally, some medications used to treat PD may also cause tiredness.",23.51,5,data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\patient_education\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
157,Non-Motor Symptoms,Why do Parkinson's patients experience insomnia?,"Insomnia may result from tremor, stiffness, medication effects, anxiety, depression, or REM sleep behavior disorder.","Parkinson's patients experience insomnia due to a variety of factors, including:
*   **Motor symptoms of Parkinson's disease:** Rigidity, tremor that returns when waking up during the night, and pain can affect sleep continuity.
*   **Nocturia:** Excessive urination during the night.
*   **Medication adverse effects.**
*   **Advanced disease stage:** People with more advanced PD have more prominent insomnia.
*   **Other medical and psychiatric conditions:** Mood disorders such as anxiety and depression can lead to difficulties falling asleep.
*   **Undiagnosed primary sleep disorders:** Conditions like obstructive sleep apnea or restless legs syndrome may cause insomnia.
*   **Insomnia as a primary feature of the disorder:** Sleep regulating mechanisms can be affected.",3.2,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf
158,Non-Motor Symptoms,Can Parkinson's disease affect emotions?,"Yes. Emotional changes such as anxiety, depression, apathy, irritability, and emotional instability are common.","Yes, Parkinson's disease can affect emotions. People with Parkinson's experience a range of emotions throughout their journey, including shock, denial, fear, frustration, shame, satisfaction, concern, exasperation, relief, anger, grief, and joy.

Parkinson's is also described as a neuropsychiatric disease, meaning it involves changes in mental health. Depression, anxiety, apathy, anger, and irritability are noted as mood issues that can affect people with Parkinson's. These mood changes can be a normal response to the disease journey, but they can also be a part of the disease process itself due to chemical or biological changes that distort the normal range of emotion.",2.73,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
159,Non-Motor Symptoms,Can Parkinson's disease cause urinary problems?,"Yes. Urinary urgency, frequency, nocturia, and incontinence may occur because of autonomic nervous system dysfunction.","Yes, Parkinson's disease can cause urinary problems. Urinary dysfunction is listed as a non-motor symptom of Parkinson's disease. These problems may include difficulty initiating a urine stream (urinary hesitancy), slowness of urination, and overfill of the bladder, and they may be worse at night.",3.99,5,data\Parkinson_Disease\review_articles\795.full.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\deep_learning\biomolecules-13-01761.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf
160,Non-Motor Symptoms,Does Parkinson's disease affect cognition?,"Yes. Cognitive impairment may involve attention, executive function, memory, and decision-making abilities.","Yes, Parkinson's disease does affect cognition. The disease process disrupts brain networks linked to cognition (thinking). People with Parkinson's disease may experience trouble thinking clearly, and it can affect memory, language, and reasoning skills. It can also lead to dementia or other conditions that affect thinking, which usually happen later in the disease.",2.29,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf
161,Non-Motor Symptoms,Can Parkinson's disease cause psychosis?,"Yes. Parkinson's disease psychosis may include hallucinations and delusions, particularly in advanced disease or with certain medications.",Psychotic features occur in up to 50% of cases with Parkinson disease.,2.21,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\10.1177_03000605241304646.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\10.1177_03000605241304646.pdf | data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf
162,Non-Motor Symptoms,What causes hallucinations?,"Hallucinations may result from Parkinson's disease progression, cognitive impairment, visual processing abnormalities, or dopaminergic medications.","Hallucinations can arise from a disrupted balance between top-down expectations and bottom-up sensory inputs. They are also contributed to by 'ascending' sensory disturbances together with 'descending' factors such as expectations, specific object features, and attention. Other contributing factors include disruption of normal mismatch detection, reduced connectivity from the left PFC to the ITG, increased PFC-V1 connectivity, and a disruption on the object-related semantic network. Decreased top-down and increased bottom-up connectivity for visual mismatch negativity (vMMN) in Parkinson's Disease with visual hallucinations (PD-VH) are also related to hallucination severity. Precipitating medical problems and certain medications, including nonessential central nervous system active medications and antiparkinsonian medications, can also worsen or contribute to hallucinations.",6.48,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\41598_2023_Article_30038.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\s44220-026-00669-7.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\s44220-026-00669-7.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\s44220-026-00669-7.pdf
163,Non-Motor Symptoms,Can non-motor symptoms appear early?,"Yes. Symptoms such as constipation, loss of smell, REM sleep behavior disorder, anxiety, and depression may appear years before motor symptoms.","Yes, non-motor symptoms can appear early. Some non-motor symptoms, such as constipation, olfactory loss, anxiety, depression, and REM sleep behavior disorder, may antedate the onset of classical motor symptoms by years or even decades. There is established evidence of a pre-motor phase where patients commonly experience depression, constipation, anosmia, and REM sleep behavior disorder in the years preceding their Parkinson's Disease diagnosis. Loss of sense of smell (anosmia) sometimes occurs several years before other symptoms develop.",3.27,5,data\Parkinson_Disease\research_papers\diagnosis\10-1055-s-0043-1777775.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\research_papers\treatment\Diagnosis-and-Treatment-of-Parkinson-Disease_-A-Review.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms - NHS.pdf
164,Non-Motor Symptoms,How are non-motor symptoms treated?,"Treatment depends on the symptom and may include medications, counseling, rehabilitation, lifestyle modifications, and multidisciplinary care.","Non-motor symptoms such as depression and anxiety can be treated with self-care measures like exercise, psychological therapy, or medication. Some Parkinson's disease symptoms are refractory to dopamine-based medications, and novel therapeutic approaches target alternative neurotransmitter systems.",3.37,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Treatment - NHS.pdf | data\Parkinson_Disease\research_papers\treatment\Diagnosis-and-Treatment-of-Parkinson-Disease_-A-Review.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
165,Non-Motor Symptoms,Which non-motor symptoms are most common?,"Common non-motor symptoms include constipation, depression, anxiety, fatigue, sleep disorders, cognitive impairment, urinary problems, pain, and loss of smell.",I could not find sufficient information in the provided documents.,3.45,5,data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\treatment\Diagnosis-and-Treatment-of-Parkinson-Disease_-A-Review.pdf
166,Lifestyle,What foods should Parkinson's patients avoid?,"Patients should limit highly processed foods, excessive saturated fats, excess sugar, and large high-protein meals taken with Levodopa, as protein may reduce its absorption.",I could not find sufficient information in the provided documents.,23.95,5,data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\patient_education\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf
167,Lifestyle,Which diet is best for Parkinson's disease?,"A balanced Mediterranean-style diet rich in fruits, vegetables, whole grains, lean protein, healthy fats, and adequate hydration is generally recommended.","A healthy diet can help ease some Parkinson's disease symptoms. Key recommendations include:

*   **A balanced diet** to ensure a daily supply of vitamins for overall health.
*   **A fiber-rich diet and drinking plenty of fluids** to help with constipation.
*   **Managing protein intake** is important, especially for those taking levodopa. Too much protein may limit the absorption of PD medicines like carbidopa-levodopa. Eating protein too close to a levodopa dose can lessen its effect for some people, with common timing guidelines suggesting about 60 minutes between.
*   For people with Parkinson's disease on levodopa who experience motor fluctuations, discussion should take place about a **protein redistribution diet**, where most of the protein is eaten in the final main meal of the day.
*   For managing unplanned weight loss, tips include boosting flavor, cooking with whole milk/cream/coconut milk, adding butter/nut butters/healthy oils/avocado, snacking between meals, eating smaller more frequent meals, sprinkling flax/chia/hemp seeds into foods, and choosing protein-rich foods like eggs, yogurt, beans, tofu, or chicken to support muscle health.

Registered dietitians are resources for reviewing diets and making recommendations.",4.62,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\patient_education\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
168,Lifestyle,Can caffeine affect Parkinson's disease?,"Moderate caffeine consumption may reduce daytime sleepiness in some individuals and has been associated with a lower risk of Parkinson's disease in some studies, but intake should be individualized.","Some studies show a link between drinking caffeinated beverages such as coffee and green tea and a lower risk of Parkinson's disease. However, there are no clear data that caffeine has a lasting benefit for improving somnolence (daytime sleepiness) in Parkinson's disease.",3.02,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
169,Lifestyle,Should Parkinson's patients exercise daily?,"Yes. Regular physical activity is recommended, with approximately 150 minutes of moderate exercise per week, as advised by healthcare professionals.",I could not find sufficient information in the provided documents.,2.65,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf
170,Lifestyle,Can stress worsen symptoms?,"Yes. Stress can temporarily worsen tremor, stiffness, slowness of movement, and other Parkinson's symptoms.",I could not find sufficient information in the provided documents.,3.44,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms - NHS.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
171,Lifestyle,Is alcohol safe for Parkinson's patients?,"Alcohol should be consumed cautiously because it may worsen balance problems, dizziness, medication side effects, and increase the risk of falls.",I could not find sufficient information in the provided documents.,2.34,5,data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf
172,Lifestyle,Can Parkinson's patients drive?,"Some patients can continue driving safely during early stages, but regular medical evaluation is recommended because symptoms may eventually impair driving ability.",I could not find sufficient information in the provided documents.,3.37,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
173,Lifestyle,How does sleep affect symptoms?,"Poor sleep can worsen fatigue, concentration, mood, and motor symptoms, making symptom management more difficult.",I could not find sufficient information in the provided documents.,3.27,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf
174,Lifestyle,Is weight loss common?,"Yes. Weight loss may occur because of increased energy expenditure, swallowing difficulties, reduced appetite, or disease progression.","Loss of weight is a common symptom of PD, particularly in the later stages of the illness.",23.35,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Treatment - NHS.pdf | data\Parkinson_Disease\research_papers\diagnosis\10-1055-s-0043-1777775.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\hospital-safety-guide-april-2026.pdf | data\Parkinson_Disease\research_papers\diagnosis\10-1055-s-0043-1777775.pdf
175,Lifestyle,Can Parkinson's patients travel?,"Yes. Most patients can travel safely with proper planning, medication management, adequate rest, and medical guidance.",I could not find sufficient information in the provided documents.,2.12,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\s44220-026-00669-7.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\WHO\content WHO-Guidelines.pdf
176,Lifestyle,Should patients avoid smoking?,Yes. Smoking should be avoided because of its harmful effects on overall health despite conflicting evidence regarding Parkinson's disease risk.,I could not find sufficient information in the provided documents.,2.15,5,data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
177,Lifestyle,Can hydration improve symptoms?,"Adequate hydration may help reduce constipation, improve blood pressure regulation, and support overall health.",I could not find sufficient information in the provided documents.,3.54,5,data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Practical-Pointers-Guide-2026.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pone.0293826_progression.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
178,Lifestyle,Is meditation helpful?,"Yes. Meditation and relaxation techniques may reduce stress, anxiety, and improve emotional well-being and quality of life.","Yes, meditation is helpful. It is included in relaxation therapy techniques to reduce anxiety and body tension.",2.63,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
179,Lifestyle,Can Parkinson's patients work?,Many patients continue working during the early stages with appropriate workplace adjustments depending on symptom severity.,I could not find sufficient information in the provided documents.,4.89,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\guidelines\WHO\content WHO-Guidelines.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\sleep.pdf
180,Lifestyle,How can quality of life be improved?,"Quality of life can be improved through medications, regular exercise, rehabilitation, healthy nutrition, emotional support, social engagement, and multidisciplinary care.","Quality of life can be improved through:
*   Community-based exercise.
*   Mindful movement or awareness of movement.
*   Behavior change approaches with physical therapy.
*   Integrated care, specifically a 4-week inpatient intensive rehabilitation with physical, occupational, and speech therapy.",2.9,5,data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf
181,Deep Brain Stimulation,What is Deep Brain Stimulation?,Deep Brain Stimulation (DBS) is a surgical treatment in which electrodes are implanted into specific brain regions to reduce motor symptoms in Parkinson's disease.,"Deep Brain Stimulation (DBS) is a neurosurgical procedure and surgical treatment for Parkinson's Disease (PD). It involves the surgical placement of permanent, thin electrodes (leads or wires) transcranially into selected deep parts of the brain, such as the subthalamic nucleus or the globus pallidus interna. These leads have contacts that deliver high-frequency (100-200 Hz) electrical stimulation to a very targeted area in the brain. The leads are attached to a battery, similar to a pacemaker battery, which is implanted in the chest.

DBS is based on the observation that electrical stimulation of specific brain targets can mimic the effect of a lesion without destroying brain tissue. By stimulating specific points in the motor control circuits in the brain, DBS ""rebalances"" the circuits, restoring normal movement control to some degree.

It is used for individuals with PD who retain a good response to levodopa but have developed significant motor fluctuations, including off periods or dyskinesias, that are not responsive to medication adjustments. DBS may also be used to treat medication-resistant tremor or medication-refractory tremor. Following surgical recovery, individuals attend programming visits to optimize stimulation parameters and medications.",4.39,5,data\Parkinson_Disease\research_papers\treatment\Diagnosis-and-Treatment-of-Parkinson-Disease_-A-Review.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\treatment\Diagnosis-and-Treatment-of-Parkinson-Disease_-A-Review.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf
182,Deep Brain Stimulation,How does DBS work?,"DBS delivers controlled electrical impulses to targeted brain regions, helping regulate abnormal neural activity and improve motor function.","Deep brain stimulation (DBS) works by implanting permanent, thin electrodes into selected deep parts of the brain. A battery pack, similar to a pacemaker, is placed in the chest area under a person’s collarbone and sends electrical signals to these wires in the brain. Contacts along the electrodes deliver electricity to a very targeted area in the brain. By stimulating specific points in the motor control circuits, DBS ""rebalances"" these circuits, which helps change the abnormal brain activity that causes Parkinson's Disease movement problems and restores normal movement control to some degree. Adaptive DBS, a newer form, automatically adjusts these signals in real time to provide the necessary help to control PD symptoms.",4.68,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\patient_education\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf
183,Deep Brain Stimulation,Who is eligible for DBS?,Patients with advanced Parkinson's disease who respond to Levodopa but experience severe motor fluctuations or dyskinesia may be candidates for DBS.,"There are no specific age limits for DBS surgery, although initial clinical trials included patients who were 50–65 years old. Studies have shown that patients older than 75 years can still benefit equally from surgery without apparent further risks.

Patients who are candidates for DBS surgery should be evaluated by a neuropsychologist for depression, cognitive impairments, and dementia. For those with a history of depression, suicidal ideation, or suicide attempts, it is imperative to determine if they are clinically stable with regard to their psychiatric health and have proper social support in place prior to enrolling in surgery. Severe or progressive changes may also represent risk factors for further deterioration triggered by the surgical process and/or stimulation.",26.83,5,data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf
184,Deep Brain Stimulation,Is DBS surgery safe?,"DBS is generally considered safe when performed by experienced surgical teams, although like all surgeries it carries potential risks.","DBS surgery comes with risks of complications during implantation and long-term care. The most relevant adverse events include intracranial bleedings and device complications (such as infections and lead misplacements), which account for a permanent morbidity of less than 1-3%. The mortality of DBS is below 0.5%. Despite these risks, the benefit-risk profile of DBS is usually considered favorable, especially given the large gains in quality of life compared to best medical management.",3.52,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
185,Deep Brain Stimulation,What are the risks of DBS?,"Potential risks include infection, bleeding, stroke, hardware complications, speech problems, balance issues, and mood or cognitive changes.","The risks of DBS include:
*   Intracranial bleedings
*   Device complications (infections, lead misplacements, etc.), which account for a permanent morbidity of less than 1-3%
*   Mortality (below 0.5%)
*   Consequences of the intervention itself, such as bleeding or infections (in approximately 2% of cases)
*   Consequences of the stimulation, such as limitations in verbal fluency, axial motor symptoms, anxiety, delirium, impulsivity, depression
*   STN DBS is more likely associated with adverse effects such as Impulse Control Disorder (ICD)
*   Levodopa-responsive gait and balance impairments can decline due to surgical effects.",3.62,5,data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
186,Deep Brain Stimulation,Can DBS reduce tremors?,Yes. DBS is highly effective in reducing tremor and improving other motor symptoms in appropriately selected patients.,"Yes, DBS may be used to treat medication-resistant tremor. Vim DBS is reserved for patients whose primary disabling symptoms are tremor. Bilateral STN-DBS is effective in reducing impairments in motor functions including tremor. Thalamic DBS is also used to control high-amplitude tremor.",2.92,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\review_articles\795.full.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
187,Deep Brain Stimulation,Does DBS cure Parkinson's disease?,No. DBS does not cure Parkinson's disease but significantly improves symptoms and quality of life in many patients.,"There is no cure for Parkinson disease, but therapies including medicines, surgery (DBS) and rehabilitation can reduce symptoms.",1.99,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf
